"","X","movie_title","content_rating","genre","runtime","tomatometer_status","tomatometer_rating","tomatometer_count","lifetime_gross","year","imdbRating","numVotes"
"668",681,"Running Free","G","Action",81,"Rotten",27,30,117608,2000,5.6,114
"669",682,"Sunshine","R","Drama",180,"Fresh",74,65,3675753,2007,7.9,573
"670",683,"George Washington","NR","Drama",90,"Certified-Fresh",84,62,247406,2000,7.2,8368
"671",684,"The Patriot","R","Action",158,"Fresh",61,135,113330342,2000,7.4,18
"672",685,"Slow Burn","R","Action",97,"Rotten",12,17,1237615,2007,4.9,825
"673",686,"The In Crowd","PG-13","Drama",104,"Rotten",2,60,5280035,2000,6.3,913
"674",687,"Loser","PG-13","Comedy",95,"Rotten",24,96,15618626,2000,7.8,20
"675",688,"Saving Grace","R","Comedy",94,"Fresh",63,89,12178602,2000,7,566
"676",689,"The Art of War","R","Action",117,"Rotten",16,81,30208599,2000,5.7,30059
"677",690,"The Crew","PG-13","Comedy",87,"Rotten",20,85,13023075,2000,4,645
"678",691,"Backstage","R","Documentary",86,"Rotten",31,13,1191835,2000,7.1,55
"679",692,"Beowulf","R","Action",89,"Rotten",0,7,82280579,2007,4.1,12001
"680",693,"10 Cloverfield Lane","PG-13","Drama",103,"Certified-Fresh",90,309,72082998,2016,7.2,325440
"681",694,"10 Questions for the Dalai Lama","NR","Documentary",85,"Fresh",79,14,224546,2007,7.5,754
"682",695,"10 Things I Hate About You","PG-13","Comedy",97,"Fresh",69,78,38178166,1999,7.3,339804
"683",696,"10 Years","PG-13","Comedy",100,"Fresh",60,58,203373,2012,6.1,25794
"684",697,"10th & Wolf","R","Drama",110,"Rotten",19,27,54702,2006,6.3,6536
"685",699,"Bait","R","Comedy",119,"Rotten",26,82,15325127,2000,4.7,23
"686",700,"Duets","R","Comedy",112,"Rotten",21,92,4739023,2000,6.1,9675
"687",701,"Beautiful","PG-13","Comedy",112,"Rotten",16,64,3157348,2000,5.5,4105
"688",702,"Under Suspicion","R","Drama",110,"Rotten",49,45,260562,2000,6.3,11
"689",703,"Circus","R","Comedy",95,"Rotten",9,11,14693,2000,5.6,2284
"690",704,"The Contender","R","Drama",126,"Certified-Fresh",76,130,17872723,2000,5.7,96
"691",705,"The Ladies Man","R","Comedy",84,"Rotten",11,73,13616610,2000,6.3,4183
"692",706,"Lost Souls","R","Horror",97,"Rotten",8,91,16815253,2000,4.8,11004
"693",707,"Blow Dry","R","Comedy",91,"Rotten",19,64,637769,2001,6.2,8648
"694",708,"A Kiss Before Dying","NR","Drama",94,"Fresh",100,10,15429177,1991,6.7,3930
"695",709,"The Gift","R","Drama",110,"Rotten",57,122,12008642,2000,6.7,116
"696",710,"Traffic","R","Drama",147,"Certified-Fresh",93,161,124115725,2000,7.6,207652
"697",711,"Double Take","PG-13","Comedy",88,"Rotten",12,78,29831583,2001,4.6,298
"698",712,"The Pledge","R","Drama",124,"Certified-Fresh",78,124,19733089,2001,6.8,58846
"699",713,"Panic","R","Drama",90,"Certified-Fresh",91,56,779137,2000,5.8,89
"700",714,"Hannibal","R","Drama",131,"Rotten",39,171,165092268,2001,5.1,17
"701",715,"Down to Earth","PG-13","Comedy",87,"Rotten",20,96,64186502,2001,6.3,73
"702",716,"Sweet November","PG-13","Drama",119,"Rotten",15,98,25288103,2001,6.8,1092
"703",717,"The Brothers","R","Comedy",101,"Fresh",63,67,27457409,2001,6.8,168
"704",718,"Heartbreakers","PG-13","Comedy",123,"Rotten",53,122,40336607,2001,6,536
"705",719,"Someone Like You","PG-13","Comedy",97,"Rotten",42,118,27343067,2001,8,12
"706",720,"L.I.E.","NC17","Drama",107,"Certified-Fresh",84,85,1138836,2001,7.1,10067
"707",721,"Driven","PG-13","Action",117,"Rotten",14,111,32720065,2001,6,77
"708",722,"Brother","R","Action",112,"Rotten",47,74,450594,2001,7.1,23278
"709",723,"Angel Eyes","R","Drama",104,"Rotten",33,132,24174218,2001,4.2,254
"710",724,"The Animal","PG-13","Comedy",84,"Rotten",30,83,57743062,2001,7.1,76
"711",725,"Evolution","PG-13","Comedy",101,"Rotten",43,138,38345494,2001,6.1,129435
"712",726,"The Fast and the Furious","PG-13","Action",107,"Rotten",53,150,144533925,2001,5.3,1355
"713",727,"Pearl Harbor","PG-13","Action",183,"Rotten",24,194,198542554,2001,6.2,332268
"714",728,"The Score","R","Action",123,"Certified-Fresh",73,128,71107711,2001,6.8,128296
"715",729,"Heist","R","Drama",107,"Fresh",66,129,23510841,2001,4.1,110
"716",730,"The Others","PG-13","Horror",101,"Certified-Fresh",83,165,96522687,2001,4.9,119
"717",731,"Big Trouble","PG-13","Comedy",85,"Rotten",48,112,7267307,2002,5.2,1381
"718",732,"Sidewalks of New York","R","Comedy",107,"Rotten",56,94,2402652,2001,5.6,515
"719",733,"The Wash","R","Comedy",96,"Rotten",8,50,10097538,2001,7.4,81
"720",734,"Collateral Damage","R","Action",109,"Rotten",19,143,40077257,2002,5.5,75335
"721",735,"The Count of Monte Cristo","PG-13","Action",131,"Fresh",73,143,54234062,2002,6,63
"722",736,"On the Line","PG","Comedy",85,"Rotten",19,69,4365455,2001,5.3,235
"723",737,"Invincible","PG-13","Drama",131,"Rotten",54,52,57806952,2006,3.3,1576
"724",738,"Iris","R","Drama",90,"Certified-Fresh",79,110,5594617,2001,4.4,7
"725",739,"Behind Enemy Lines","PG-13","Action",106,"Rotten",37,131,58856790,2001,5.7,74
"726",740,"The Order","R","Horror",89,"Rotten",0,6,7660806,2003,4.6,8640
"727",741,"Scooby-Doo","PG","Comedy",86,"Rotten",30,145,153294164,2002,5.2,112920
"728",742,"The New Guy","PG-13","Comedy",84,"Rotten",7,99,29760152,2002,5.8,36106
"729",743,"Showtime","PG-13","Comedy",95,"Rotten",25,123,38082712,2002,5.5,63300
"730",744,"Human Nature","R","Comedy",96,"Rotten",49,95,705308,2002,6.4,18386
"731",745,"Murder by Numbers","R","Drama",120,"Rotten",31,128,31945749,2002,5,90
"732",746,"Enigma","R","Drama",119,"Fresh",72,106,4301582,2002,5.9,1449
"733",747,"Joshua","G","Drama",90,"Rotten",22,23,482355,2007,4.4,374
"734",748,"Enough","PG-13","Drama",110,"Rotten",22,125,40007742,2002,5.7,43983
"735",749,"Insomnia","R","Drama",118,"Certified-Fresh",92,203,67355513,2002,5.5,26
"736",750,"Trapped","R","Action",105,"Rotten",17,59,7073251,2002,6.4,1404
"737",751,"The Dogwalker","NR","Comedy",105,"Rotten",50,10,4604,2006,6.2,155
"738",752,"Derailed","R","Action",89,"Rotten",0,5,36024076,2005,3.9,8101
"739",753,"Swept Away","R","Comedy",89,"Rotten",5,79,598645,2002,3.6,16929
"740",754,"All or Nothing","R","Comedy",128,"Certified-Fresh",82,92,201546,2002,7.5,10862
"741",755,"Femme Fatale","R","Horror",110,"Rotten",49,137,6630252,2002,4.6,589
"742",756,"The Quiet American","R","Drama",101,"Certified-Fresh",87,156,12988801,2002,6.7,1929
"743",757,"One Week","R","Drama",97,"Fresh",80,10,190441,2001,6.3,260
"744",758,"Empire","R","Action",95,"Rotten",21,101,17600423,2002,3.7,1337
"745",759,"Pinocchio","G","Comedy",108,"Rotten",0,55,3684305,2002,7.5,146704
"746",760,"Nicholas Nickleby","PG","Drama",138,"Certified-Fresh",78,128,1587173,2002,7.1,12648
"747",761,"Lockdown","R","Drama",101,"Rotten",58,12,449482,2003,6.2,2598
"748",762,"The Hunted","R","Action",94,"Rotten",29,149,34244097,2003,6.5,515
"749",763,"Anger Management","PG-13","Comedy",106,"Rotten",42,194,135645823,2003,6.2,216104
"750",764,"Devdas","PG","Drama",181,"Fresh",89,19,2745382,2002,6.1,111
"751",765,"Unconditional Love","PG-13","Comedy",121,"Rotten",14,7,115202,1999,6.1,63
"752",766,"Grind","PG-13","Comedy",105,"Rotten",8,74,5123696,2003,5.4,440
"753",767,"Cabin Fever","R","Horror",94,"Fresh",62,140,21158188,2003,5.6,78718
"754",768,"Luther","PG-13","Drama",120,"Rotten",45,62,5791328,2003,6.5,449
"755",769,"Dummy","R","Comedy",90,"Fresh",71,34,71646,2003,7.3,246
"756",770,"Good Boy!","PG","Comedy",89,"Rotten",44,87,37667746,2003,5.1,4455
"757",771,"House of the Dead","R","Horror",90,"Rotten",3,61,10249719,2003,2.1,37410
"758",772,"Mayor of the Sunset Strip","R","Documentary",94,"Certified-Fresh",87,78,257315,2004,7,1581
"759",773,"The Missing","R","Action",135,"Rotten",58,173,27011180,2003,5,50
"760",774,"Big Fish","PG-13","Comedy",125,"Certified-Fresh",75,219,66809693,2003,8,440352
"761",775,"Highwaymen","R","Horror",80,"Rotten",13,15,371396,2004,5.6,8954
"762",776,"American Gun","R","Drama",89,"Rotten",40,20,24098,2006,6.2,1238
"763",777,"The Company","PG-13","Drama",112,"Fresh",72,134,2283914,2003,6.2,6639
"764",778,"Torque","PG-13","Action",81,"Rotten",23,115,21215059,2004,4.1,28435
"765",779,"The Reckoning","R","Drama",110,"Rotten",39,89,257252,2004,5.1,47
"766",780,"The Girl Next Door","R","Comedy",108,"Rotten",56,160,14589444,2004,6.2,283
"767",781,"Ned Kelly","R","Action",109,"Rotten",55,58,86959,2004,5,1299
"768",782,"Envy","PG-13","Comedy",99,"Rotten",8,118,13562325,2004,5.5,384
"769",783,"The Punisher","R","Action",124,"Rotten",29,170,33810189,2004,5.6,23979
"770",784,"The Terminal","PG-13","Comedy",128,"Fresh",61,206,77872883,2004,7.4,456694
"771",785,"King Arthur","PG-13","Action",126,"Rotten",31,191,51882244,2004,6.3,168465
"772",786,"Let's Get Frank","NR","Documentary",75,"Rotten",54,13,10440,2004,7.5,88
"773",787,"Kal Ho Naa Ho","NR","Comedy",187,"Fresh",70,10,1991922,2003,7.9,69408
"774",788,"The 24th Day","R","Horror",92,"Rotten",27,15,14460,2004,6.4,3646
"775",789,"Uncovered: The War on Iraq","NR","Documentary",86,"Certified-Fresh",78,49,238924,2004,7.5,605
"776",790,"Lightning in a Bottle","PG-13","Documentary",109,"Certified-Fresh",87,62,201711,2004,6.2,108
"777",791,"Lana's Rain","R","Drama",107,"Rotten",22,9,44287,2004,6.2,185
"778",792,"Beauty Shop","PG-13","Comedy",105,"Rotten",38,119,36351350,2005,5.6,17498
"779",793,"Hostage","R","Drama",113,"Rotten",35,158,34639939,2005,5.4,296
"780",794,"Are We There Yet?","PG","Comedy",94,"Rotten",12,116,82674398,2005,4.7,32420
"781",796,"Employee of the Month","R","Comedy",97,"Rotten",11,9,28444855,2006,6.1,9977
"782",797,"Union Square","R","Drama",90,"Rotten",53,15,44830,2012,6.7,61
"783",798,"Cursed","R","Horror",97,"Rotten",17,96,19297522,2005,4.4,105
"784",799,"Sky High","PG","Comedy",100,"Fresh",73,131,63946815,2005,5.8,225
"785",800,"The Snow Walker","PG","Action",109,"Fresh",86,14,201149,2004,7.3,10829
"786",801,"Moog","NR","Documentary",72,"Rotten",29,17,3604,2004,6.1,622
"787",802,"Crash","R","Drama",112,"Certified-Fresh",74,241,54580300,2005,4.3,50
"788",803,"The Honeymooners","PG","Comedy",90,"Rotten",13,112,12843849,2005,6.3,36
"789",804,"Stealth","PG-13","Action",120,"Rotten",12,141,32116746,2005,5,54383
"790",805,"The Skeleton Key","PG-13","Horror",104,"Rotten",38,154,47907715,2005,6.5,115312
"791",806,"Red Eye","PG-13","Action",85,"Certified-Fresh",79,193,57891803,2005,6.1,28
"792",807,"Bomb the System","R","Action",91,"Rotten",32,22,15520,2005,6.4,1035
"793",808,"Hellbent","R","Horror",85,"Rotten",48,42,183066,2005,4.7,217
"794",809,"Capote","R","Drama",115,"Certified-Fresh",90,196,28750530,2005,7.3,133627
"795",810,"Nine Lives","R","Drama",112,"Certified-Fresh",75,85,478830,2005,5.3,399
"796",811,"Kids in America","PG-13","Comedy",89,"Rotten",17,36,537667,2005,5.6,2737
"797",812,"Rent","PG-13","Comedy",135,"Rotten",46,175,29077547,2005,6.8,53566
"798",813,"Jarhead","R","Drama",123,"Fresh",61,200,62658220,2005,7,190112
"799",814,"The New World","PG-13","Action",149,"Fresh",63,188,12712093,2005,6.7,86675
"800",815,"The Ringer","PG-13","Comedy",94,"Rotten",40,89,35428675,2005,5.8,42
"801",816,"Breakfast on Pluto","R","Comedy",135,"Rotten",57,122,828699,2005,7.2,22620
"802",817,"Curious George","G","Comedy",87,"Fresh",70,107,58360760,2006,6.5,16883
"803",818,"Big Momma's House 2","PG-13","Comedy",99,"Rotten",5,73,70165972,2006,4.7,43865
"804",819,"Pariah","R","Drama",105,"Rotten",43,14,769552,2011,4.3,917
"805",820,"Hoodwinked","PG","Comedy",81,"Rotten",46,125,51386611,2005,6.4,7
"806",821,"Glory Road","PG","Drama",117,"Rotten",55,152,42647449,2006,7.2,46435
"807",822,"Date Movie","PG-13","Comedy",82,"Rotten",7,90,48548426,2006,2.8,59744
"808",823,"Why We Fight","PG-13","Documentary",99,"Certified-Fresh",78,114,1439972,2006,8,10031
"809",824,"Casanova","R","Comedy",111,"Rotten",43,134,11304403,2005,7.2,26
"810",825,"Doogal","G","Science Fiction",76,"Rotten",8,49,7417319,2006,2.8,5161
"811",826,"Adam & Steve","R","Comedy",99,"Rotten",55,38,309404,2006,5.8,3156
"812",827,"On a Clear Day","PG-13","Comedy",92,"Fresh",68,68,191033,2006,6.9,3265
"813",828,"Clean","R","Drama",111,"Fresh",73,66,138711,2006,6.8,4725
"814",829,"London","R","Drama",90,"Rotten",14,36,20361,2006,7.3,608
"815",830,"Little Fish","R","Drama",113,"Fresh",90,30,8148,2006,6.2,8812
"816",831,"The Devil and Daniel Johnston","PG-13","Documentary",110,"Certified-Fresh",88,112,334450,2006,7.9,10142
"817",832,"See No Evil","R","Horror",84,"Rotten",9,58,15032800,2006,6.6,3355
"818",833,"Marie Antoinette","PG-13","Drama",123,"Rotten",57,215,15962471,2006,7.3,3024
"819",834,"Sleeping Dogs Lie","R","Comedy",89,"Fresh",64,53,15745,2006,5.8,88
"820",835,"Christmas in the Clouds","PG","Comedy",94,"Fresh",69,35,279225,2005,6.4,819
"821",836,"The Hoax","R","Comedy",115,"Certified-Fresh",86,154,7164995,2007,5,29
"822",837,"For Your Consideration","PG-13","Comedy",86,"Rotten",52,161,5549923,2006,6.3,15189
"823",838,"Free Zone","NR","Drama",90,"Rotten",26,46,32381,2006,5.7,2917
"824",839,"Standing Still","R","Comedy",90,"Rotten",36,22,30142,2006,5.6,2360
"825",840,"Superhero Movie","PG-13","Comedy",85,"Rotten",17,53,25881068,2008,4.6,69431
"826",841,"The Blue Butterfly","PG","Action",96,"Rotten",44,9,1755355,2004,6.2,1589
"827",842,"Look Both Ways","PG-13","Comedy",100,"Certified-Fresh",76,58,105067,2006,6.9,3047
"828",843,"Bobby","R","Drama",119,"Rotten",47,176,11242801,2006,6.9,1905
"829",844,"Cavite","NR","Horror",78,"Fresh",73,40,70071,2006,6,670
"830",845,"Land of the Blind","R","Drama",101,"Rotten",17,18,5244,2006,6.4,3765
"831",846,"Coastlines","R","Drama",119,"Rotten",48,25,7883,2006,5.8,691
"832",847,"Unconscious","R","Comedy",108,"Fresh",85,26,68501,2006,6.4,59
"833",848,"Voices of Iraq","NR","Documentary",79,"Fresh",60,15,57999,2004,6.9,390
"834",849,"Trade","R","Drama",119,"Rotten",33,72,214307,2007,7.3,17447
"835",850,"Abominable","R","Horror",94,"Fresh",67,15,1810,2006,5.1,4587
"836",851,"Red Doors","R","Comedy",91,"Fresh",61,23,97848,2006,6.5,1109
"837",852,"Pizza","PG-13","Comedy",93,"Rotten",31,13,5716,2006,5.6,1114
"838",853,"Driving Lessons","PG-13","Comedy",98,"Rotten",48,75,239962,2006,6.6,10842
"839",854,"Ballets Russes","NR","Documentary",121,"Certified-Fresh",92,60,815848,2005,7.9,685
"840",855,"The Invisible","PG-13","Drama",102,"Rotten",20,60,20578909,2007,6.1,35704
"841",856,"The Bridge","R","Drama",95,"Fresh",68,59,179780,2006,6.7,131
"842",857,"Perfect Stranger","R","Drama",109,"Rotten",10,142,23984949,2007,5.7,48347
"843",858,"Vitus","PG","Drama",120,"Fresh",66,61,187480,2007,7.6,5001
"844",859,"Definitely, Maybe","PG-13","Comedy",112,"Certified-Fresh",70,148,32241649,2008,7.1,166258
"845",860,"Wanted","R","Action",110,"Certified-Fresh",71,206,134508551,2008,6.1,407
"846",861,"Silk","R","Drama",109,"Rotten",7,55,1103075,2007,3.9,412
"847",862,"License to Wed","PG-13","Comedy",91,"Rotten",7,125,43799818,2007,5.2,39555
"848",863,"Fred Claus","PG","Comedy",116,"Rotten",21,143,72006777,2007,5.6,44013
"849",864,"The Jane Austen Book Club","PG-13","Comedy",106,"Fresh",66,116,3575227,2007,6.7,28055
"850",865,"Lars and the Real Girl","PG-13","Comedy",107,"Certified-Fresh",81,139,5972884,2007,7.3,146143
"851",866,"Tortilla Heaven","PG-13","Comedy",97,"Rotten",25,12,105401,2007,5.3,444
"852",867,"Descent","R","Drama",100,"Rotten",35,34,15233,2007,3.4,1009
"853",868,"Hollywood Dreams","R","Comedy",101,"Rotten",38,29,171255,2007,3,165
"854",869,"The Final Season","PG","Drama",113,"Rotten",26,50,1159691,2007,6.5,2620
"855",870,"Take","R","Drama",99,"Rotten",45,29,6627,2008,5.8,1633
"856",871,"You Kill Me","R","Comedy",92,"Certified-Fresh",78,115,2429367,2007,6.4,18570
"857",872,"Amu","NR","Drama",102,"Fresh",82,22,51251,2007,7.3,911
"858",873,"The Hunting Party","R","Comedy",103,"Rotten",55,94,969869,2007,6.2,3091
"859",874,"Dirty Laundry","PG-13","Comedy",107,"Rotten",50,12,20138,2007,3.9,140
"860",875,"Alvin and the Chipmunks","PG","Comedy",91,"Rotten",28,109,217326974,2007,5.2,86026
"861",876,"The Unknown Soldier","NR","Art House",97,"Fresh",60,10,9602,2007,7.2,20
"862",877,"Coffee Date","NR","Comedy",94,"Rotten",50,18,4412,2006,6.3,1491
"863",878,"The Express","PG","Drama",129,"Fresh",62,120,9793406,2008,7.2,21991
"864",879,"Itty Bitty Titty Committee","NR","Comedy",87,"Rotten",38,8,18445,2007,5.4,2959
"865",880,"Blindness","R","Drama",120,"Rotten",43,159,3351751,2008,6.6,88
"866",881,"Mad Money","PG-13","Comedy",103,"Rotten",22,106,20668843,2008,5.8,21802
"867",882,"The Haunting in Connecticut","PG-13","Horror",92,"Rotten",17,105,55389516,2009,5.8,62394
"868",883,"Billy the Kid","NR","Documentary",85,"Fresh",81,32,52823,2007,6,427
"869",884,"Angels & Demons","PG-13","Drama",138,"Rotten",37,259,133375846,2009,6.7,292966
"870",885,"The Lovely Bones","PG-13","Horror",136,"Rotten",32,246,44114232,2009,6.6,169975
"871",886,"Shelter","R","Drama",97,"Fresh",60,20,142666,2008,5.3,210
"872",887,"The Great Buck Howard","PG","Comedy",90,"Fresh",71,94,750587,2009,6.4,14231
"873",888,"The Bank Job","R","Drama",111,"Certified-Fresh",79,146,30060660,2008,7.2,181977
"874",889,"Zack and Miri Make a Porno","R","Comedy",101,"Fresh",66,200,31457946,2008,6.5,177870
"875",890,"Over Her Dead Body","PG-13","Comedy",95,"Rotten",15,109,7563670,2008,5.2,24805
"876",891,"Imagine That","PG","Comedy",107,"Rotten",40,119,16123323,2009,5.6,14931
"877",892,"Ghost Town","PG-13","Comedy",103,"Certified-Fresh",85,185,13367624,2008,5.9,77
"878",893,"Changeling","R","Drama",141,"Fresh",62,209,35739802,2008,7.8,255473
"879",894,"L.A. Twister","R","Comedy",92,"Rotten",13,15,54444,2004,5.9,280
"880",895,"What Love Is","R","Comedy",88,"Rotten",15,13,18901,2007,5.2,1391
"881",896,"Mister Lonely","NR","Comedy",112,"Rotten",47,72,167396,2008,6.4,8033
"882",897,"Hell Ride","R","Action",84,"Rotten",10,59,213608,2008,5,15965
"883",898,"Smart People","R","Comedy",94,"Rotten",49,150,9511289,2008,6.1,23146
"884",899,"State of Play","PG-13","Drama",127,"Certified-Fresh",84,213,37017955,2009,7.1,152811
"885",900,"All Hat","R","Action",89,"Rotten",20,5,15198,2008,5.1,554
"886",901,"Trumbo","PG-13","Documentary",96,"Certified-Fresh",83,54,109057,2008,7.4,1179
"887",902,"Deal","PG-13","Drama",88,"Rotten",3,35,61626,2008,6.2,11
"888",903,"Chapter 27","R","Drama",84,"Rotten",18,49,56215,2008,5.6,11135
"889",904,"Step Brothers","R","Comedy",95,"Rotten",55,205,100468793,2008,6.9,294646
"890",905,"Noise","R","Comedy",87,"Rotten",58,45,16513,2008,7.7,13
"891",906,"Miss Conception","R","Comedy",94,"Rotten",8,13,2134,2008,4.6,2811
"892",907,"Elegy","R","Drama",111,"Certified-Fresh",75,122,3581642,2008,6.7,22642
"893",908,"The Take","R","Action",96,"Fresh",85,13,30380,2004,5.4,280
"894",910,"Fanaa","NR","Drama",168,"Fresh",100,7,2105352,2006,7.1,33244
"895",911,"Encounters at the End of the World","G","Documentary",99,"Certified-Fresh",94,111,944933,2008,7.7,18514
"896",912,"Salaam Namaste","NR","Comedy",157,"Fresh",83,6,1413283,2005,6.1,7646
"897",913,"The Wolfman","R","Horror",102,"Rotten",34,219,61979680,2010,5.8,107205
"898",914,"Happy-Go-Lucky","R","Comedy",118,"Certified-Fresh",92,159,3512016,2008,5.2,76
"899",915,"Viva","R","Comedy",120,"Fresh",62,50,178008,2016,5.9,1297
"900",916,"My Winnipeg","NR","Documentary",80,"Certified-Fresh",95,92,159363,2008,7.6,5301
"901",917,"Space Chimps","G","Comedy",81,"Rotten",33,92,30105968,2008,4.5,11848
"902",918,"Hounddog","R","Drama",93,"Rotten",15,53,131961,2008,6.2,6288
"903",919,"Never Forever","R","Drama",90,"Fresh",80,20,14485,2008,6.4,1636
"904",920,"The Princess and the Frog","G","Comedy",95,"Certified-Fresh",85,198,104400899,2009,7.1,144584
"905",921,"Patti Smith: Dream of Life","NR","Documentary",109,"Fresh",67,39,30918,2008,7,1039
"906",922,"Lakeview Terrace","PG-13","Drama",106,"Rotten",44,165,39263506,2008,6.1,52772
"907",923,"Quarantine","R","Horror",89,"Rotten",56,86,31691811,2008,3.5,326
"908",924,"Reprise","R","Comedy",105,"Certified-Fresh",88,81,554826,2008,8.3,52
"909",925,"Before the Rains","PG-13","Drama",98,"Rotten",49,68,1029655,2008,6.5,2108
"910",926,"My Name Is Bruce","R","Comedy",86,"Rotten",38,39,173066,2008,6.1,24607
"911",927,"Mirrors","R","Horror",112,"Rotten",15,88,30691439,2008,4.5,139
"912",928,"Ballast","NR","Drama",96,"Certified-Fresh",92,79,77556,2008,6.9,2372
"913",929,"Paris","R","Comedy",128,"Fresh",66,71,1010194,2009,2.5,188
"914",930,"Fantastic Mr. Fox","PG","Comedy",88,"Certified-Fresh",93,240,21002919,2009,7.9,230420
"915",931,"The Perfect Game","PG","Drama",118,"Rotten",57,44,1037071,2010,6.9,3776
"916",932,"Shutter Island","R","Action",138,"Fresh",68,258,128012934,2010,8.2,1292450
"917",933,"Disfigured","NR","Comedy",96,"Fresh",71,7,829,2008,6.5,338
"918",934,"Bustin' Down the Door","PG","Documentary",95,"Fresh",79,38,109427,2008,7,313
"919",935,"Ninja Assassin","R","Action",99,"Rotten",26,116,38122883,2009,6.3,72507
"920",936,"11/11/11","PG-13","Horror",82,"Rotten",7,14,32771,2011,3.9,12389
"921",937,"The 11th Hour","PG","Documentary",95,"Fresh",67,93,707343,2007,7.2,5796
"922",938,"The Informant!","R","Comedy",108,"Certified-Fresh",79,231,33316821,2009,6.5,65511
"923",939,"The Wrecking Crew","PG","Documentary",102,"Certified-Fresh",94,71,801606,2015,5.4,3331
"924",940,"Nobel Son","PG-13","Comedy",110,"Rotten",25,65,540382,2008,6.2,5945
"925",941,"17 Again","PG-13","Comedy",102,"Rotten",56,148,64167069,2009,6.4,200883
"926",942,"Dark Streets","R","Drama",83,"Rotten",19,36,16815,2008,5.6,31
"927",943,"Green Zone","R","Drama",115,"Rotten",53,188,35053660,2010,6.8,137622
"928",944,"Easy Virtue","PG-13","Comedy",96,"Rotten",52,126,2656784,2009,5.5,2835
"929",945,"Dear Zachary: A Letter to a Son About His Father","NR","Drama",95,"Certified-Fresh",94,51,18334,2008,8.5,37075
"930",946,"Me and Orson Welles","PG-13","Comedy",107,"Certified-Fresh",85,157,1190003,2009,6.7,11445
"931",947,"The Crazies","R","Horror",101,"Fresh",70,155,39123589,2010,6.1,13428
"932",948,"9","PG-13","Action",79,"Rotten",57,184,31749894,2009,7.7,1750
"933",949,"The Three Stooges","PG","Comedy",92,"Rotten",52,149,44338224,2012,6.9,2039
"934",950,"Paper Man","R","Comedy",110,"Rotten",32,31,13514,2010,5.9,450
"935",951,"Creation","PG-13","Drama",108,"Rotten",46,113,341323,2010,6.6,14572
"936",952,"Tennessee","R","Drama",99,"Rotten",33,21,16100,2009,5.7,848
"937",953,"Free Style","PG","Drama",94,"Rotten",33,18,141108,2009,3.9,461
"938",954,"Islander","R","Drama",100,"Fresh",88,8,102737,2007,6.5,286
