"","Title","LifetimeGross","contentR","Year","Runtime","imdbR","rottentmtR","imdbC","rottentmtC"
"2748","Doubt",33446470,"PG-13",2008,"104",7.5,80,129737,217
"2749","Down Terrace",9812,"R",2010,"93",6.4,86,3915,35
"2750","Down and Derby",231609,"PG",2005,"90",5.5,22,657,27
"2751","Down and Out in Beverly Hills",62134225,"R",1986,"103",6.2,79,19160,28
"2752","Down by Law",1435668,"R",1986,"107",7.7,87,51832,30
"2753","Down in the Delta",5672903,"PG-13",1998,"112",6.9,79,1813,24
"2754","Down in the Valley",568932,"R",2006,"51",6.3,52,7,101
"2755","Down Periscope",25785603,"PG-13",1996,"92",6.1,12,24831,34
"2756","Down the Shore",6558,"R",2013,"93",5.9,45,1391,11
"2757","Down to the Bone",30241,"R",2005,"104",6.7,94,2327,33
"2758","Down to You",20069008,"PG-13",2000,"91",4.9,3,15194,59
"2759","Downsizing",24449754,"R",2017,"135",5.8,46,110182,299
"2760","Downtown 81",108058,"R",2001,"72",6.9,79,1431,29
"2761","Dr. Bronner's Magic Soapbox",21579,"NR",2007,"88",6.5,86,277,14
"2762","Dr. Dolittle 2",112952899,"PG",2001,"87",4.7,42,45442,107
"2763","Dr. Giggles",8403433,"R",1992,"95",5.2,17,6420,29
"2764","Dracula 2000",33022767,"R",2000,"99",4.9,17,34129,69
"2765","Dracula Untold",56280355,"PG-13",2014,"92",6.2,24,195065,135
"2766","Draft Day",28842237,"PG-13",2014,"110",6.8,59,60767,158
"2767","Drag Me to Hell",42100625,"PG-13",2009,"99",6.6,92,203489,268
"2768","Dragon: The Bruce Lee Story",35113743,"PG-13",1993,"120",7,71,31271,21
"2769","Dragonball Evolution",9362785,"PG",2009,"85",2.6,15,74856,61
"2770","Dragonslayer",14110013,"PG",1981,"108",6.6,84,18213,32
"2771","Dream a Little Dream",5552441,"PG-13",1989,"114",5.7,0,7213,10
"2772","Dream for an Insomniac",24727,"R",1998,"90",6,50,2792,12
"2773","Dream House",21302340,"PG-13",2011,"120",6.1,6,116,87
"2774","Dreamcatcher",33715436,"R",2003,"136",5.5,28,92924,183
"2775","Dreamer",32751093,"PG",2005,"106",6.8,64,13341,117
"2776","Dreamgirls",103365956,"PG-13",2006,"130",6.6,78,74066,208
"2777","Dreaming of Joseph Lees",12044,"R",1999,"92",6.3,36,873,14
"2778","Dreams of a Life",8405,"NR",2012,"95",6.8,77,3280,30
"2779","Dreams Rewired",11843,"NR",2015,"88",5.8,75,130,16
"2780","Dreamscape",12145169,"PG-13",1984,"99",6.3,77,16870,31
"2781","Dredd",13414714,"R",2012,"95",7.1,79,275050,164
"2782","The Dresser",5310748,"PG",1983,"118",7.5,100,5308,14
"2783","Drillbit Taylor",32862104,"PG-13",2008,"110",5.7,25,60717,146
"2784","Drinking Buddies",343341,"R",2013,"90",6.1,83,58739,121
"2785","Drive Angry",10721033,"R",2011,"104",5.4,47,99778,123
"2786","Drive",15084,"R",1992,"86",6.5,92,65,265
"2787","Drive Me Crazy",17845337,"PG-13",1999,"91",5.7,28,19927,36
"2788","Drop Dead Fred",13878334,"PG-13",1991,"103",5.9,11,29526,36
"2789","Drop Dead Gorgeous",10571408,"PG-13",1999,"90",5.3,45,241,69
"2790","Drop Zone",28735315,"R",1994,"101",5.6,41,20688,22
"2791","Drowning Mona",15506764,"PG-13",2000,"96",5.7,29,14765,76
"2792","Drugstore Cowboy",4729352,"R",1989,"101",7.3,100,37385,28
"2793","Drumline",56399184,"PG-13",2002,"118",5.9,82,34795,84
"2794","Drunk Stoned Brilliant Dead",62660,"NR",2015,"98",7.2,88,2393,64
"2795","Drunks",38268,"R",1997,"90",6.3,57,1103,7
"2796","The Dry Land",11777,"R",2010,"92",5.5,64,534,25
"2797","Duane Hopwood",13510,"R",2005,"84",6.5,55,2315,20
"2798","Dude, Where's My Car?",46729800,"PG-13",2000,"83",5.5,17,140353,58
"2799","Dudley Do-Right",9974410,"PG",1999,"77",3.9,16,10766,45
"2800","Due Date",100539043,"R",2010,"95",6.5,39,343522,193
"2801","The Dukes",26875,"PG-13",2008,"96",6,57,467,23
"2802","The Dukes of Hazzard",80270227,"PG-13",2005,"104",5.1,14,79251,170
"2803","Dum Maaro Dum",564489,"R",2011,"128",6.2,50,4073,6
"2804","Duma",870067,"PG",2005,"100",7.2,93,8276,61
"2805","Dumb and Dumber",127175374,"PG-13",1994,"107",7.3,68,383986,53
"2806","Dumb and Dumber To",86208010,"PG-13",2014,"109",5.6,30,137821,151
"2807","Dumb and Dumberer: When Harry Met Lloyd",26276465,"PG-13",2003,"85",3.4,10,40058,119
"2808","Dumbstruck",15379,"PG",2011,"85",6,72,194,29
"2809","Dungeons & Dragons",15220685,"PG-13",2000,"107",3.6,10,33686,92
"2810","Dunkirk",189740665,"PG-13",2017,"135",7,92,3217,453
"2811","Dunston Checks In",9871065,"PG",1996,"88",5.3,12,12720,17
"2812","Duplex",9692135,"PG-13",2003,"89",5.9,35,58271,112
"2813","Duplicity",40572825,"PG-13",2009,"90",5.5,66,37,189
"2814","The Dust Factory",12311,"PG",2004,"99",5.8,9,1670,11
"2815","Dust to Glory",640013,"PG",2005,"97",7.4,60,988,68
"2816","The Dying Gaul",342747,"R",2005,"92",6.4,50,2426,70
"2817","Eagle Eye",101440743,"PG-13",2008,"118",6.6,26,187397,183
"2818","Early Man",8267544,"PG",2018,"89",6.1,80,22293,174
"2819","Earth Girls Are Easy",3916303,"PG",1989,"100",5.4,68,23504,34
"2820","Earth: One Amazing Day",81345,"G",2017,"95",7.8,100,2891,21
"2821","Earth to Echo",38934842,"PG",2014,"91",5.7,50,19178,125
"2822","Eastern Boys",16831,"NR",2015,"128",6.9,89,3621,37
"2823","Eastern Promises",17266000,"R",2007,"100",7.6,89,243028,200
"2824","Easy",21589,"R",2004,"80",5.8,59,137,17
"2825","Easy A",58401464,"PG-13",2010,"92",7,85,389935,190
"2826","Eat Pray Love",80574010,"PG-13",2010,"133",5.8,36,97588,203
"2827","Eat That Question: Frank Zappa in His Own Words",355074,"R",2016,"93",7.5,92,1292,73
"2828","Eat the Rich",200723,"R",1988,"90",5.9,43,1453,7
"2829","Eating",2100538,"R",1990,"110",6.2,75,302,8
"2830","Eating Animals",149614,"NR",2018,"94",7.3,91,1117,46
"2831","Eating Out",155212,"NR",2005,"90",5.8,16,6189,25
"2832","Eating Out 2: Sloppy Seconds",37072,"NR",2006,"79",6.2,44,3940,16
"2833","Echelon Conspiracy",666009,"PG-13",2009,"105",5.7,8,19472,13
"2834","Ed",4422380,"PG",1996,"94",2.7,0,8603,16
"2835","Ed Wood",5887457,"R",1994,"127",7.8,92,176415,65
"2836","Eden",65460,"R",2015,"106",5.7,50,353,12
"2837","Eden Lake",7321,"R",2008,"91",6.7,79,85398,28
"2838","The Edge",27873386,"R",1997,"100",6.3,64,52,50
"2839","Edge of Darkness",43313890,"R",2010,"119",7.2,55,2521,215
"2840","Edge of Seventeen",871759,"R",1999,"99",6.8,78,6619,23
"2841","Edmond",131719,"R",2006,"82",6.2,47,11968,74
"2842","The Education of Charlie Banks",15078,"R",2009,"100",6.5,48,5137,31
"2843","The Education of Little Tree",323411,"PG",1997,"116",7.1,59,1732,17
"2844","Edward Scissorhands",56362352,"PG-13",1990,"105",7.9,90,486935,60
"2845","Eight Below",81612565,"PG",2006,"120",7.3,73,65123,153
"2846","Eight Legged Freaks",17322606,"PG-13",2002,"99",5.5,48,57552,145
"2847","Eight Men Out",5680515,"PG",1988,"119",7.2,86,20615,51
"2848","Eighth Grade",13539709,"R",2018,"93",7.4,99,75743,305
"2849","El Chicano",1400603,"R",2019,"144",5.3,38,1411,24
"2850","Elaine Stritch: Shoot Me",327452,"NR",2014,"81",7.5,99,958,67
"2851","Election",14902041,"R",1999,"103",7.3,92,97593,113
"2852","Elektra",24409722,"PG-13",2005,"109",7.9,11,27,166
"2853","Elektra Luxx",11514,"R",2011,"104",5,24,7344,33
"2854","Elena",233380,"NR",2012,"109",7.3,94,14425,65
"2855","Elephant",1266955,"R",2003,"39",7.1,73,2568,161
"2856","Elf",173840591,"PG",2003,"97",7,84,265030,194
"2857","Eli",13547,"R",2015,"154",4.2,48,143,25
"2858","Elizabethtown",26850426,"PG-13",2005,"123",6.3,28,70483,176
"2859","Ella Enchanted",22918387,"PG",2004,"96",6.3,50,68858,115
"2860","Elle",2341534,"R",2016,"86",6.1,91,54,237
"2861","Elles",157508,"NC17",2012,"115",6.5,23,305,61
"2862","Ellie Parker",34410,"R",2005,"95",5.6,51,4690,49
"2863","Elling",314729,"R",2002,"89",7.5,85,15138,59
"2864","Elsa & Fred",189024,"PG-13",2008,"93",6.4,32,3352,28
"2865","Elstree 1976",12173,"NR",2016,"101",5.9,81,1487,27
"2866","Elvis & Nixon",1055287,"R",2016,"86",6.4,77,14306,153
"2867","Elysium",93050117,"R",2013,"118",7.1,65,45,255
"2868","Emmanuel's Gift",23728,"G",2005,"80",7.5,82,201,22
"2869","Emperor",3346265,"PG-13",2013,"30",8.6,32,6,91
"2870","The Emperor's New Clothes",661903,"PG",2002,"85",4.5,73,231,85
"2871","The Emperor's New Groove",89302687,"G",2000,"78",7.4,85,203363,131
"2872","Empire of the Sun",22238696,"PG",1987,"153",7.7,75,125829,56
"2873","Empire Records",273188,"PG-13",1995,"90",6.7,29,56121,34
"2874","Enchanted",127807262,"PG",2007,"96",5.9,93,197,191
"2875","Enchanted April",13200170,"PG",1992,"66",5.7,84,262,32
"2876","Encino Man",40693477,"PG",1992,"88",5.8,15,41006,34
"2877","End of Days",66889043,"R",1999,"122",5.8,11,111143,102
"2878","End of the Spear",11967000,"PG-13",2006,"108",6.7,41,5338,54
"2879","The End of Violence",386673,"R",1997,"122",5.6,29,4988,35
"2880","End of Watch",41003371,"R",2012,"109",7.6,85,248250,179
"2881","Ender's Game",61737191,"PG-13",2013,"114",6.6,62,240645,223
"2882","Endless Love",31184024,"R",1981,"116",4.9,28,8693,18
"2883","Endurance",137124,"PG",1999,"83",6.3,50,421,26
"2884","Enduring Love",358362,"R",2004,"100",6.3,59,10601,99
"2885","Enemies of the People",73171,"NR",2010,"93",7.7,100,504,33
"2886","Enemies of Laughter",2000,"NR",2003,"90",5.6,57,194,7
"2887","Enemy",1008726,"R",2014,"88",5,70,21,118
"2888","Enemy at the Gates",51401758,"R",2001,"131",7.6,53,262226,139
"2889","Enemy Mine",12303411,"PG-13",1985,"108",6.8,63,48267,24
"2890","Enemy of the State",111549836,"R",1998,"132",7.3,72,244413,86
"2891","The English Patient",78676425,"R",1996,"162",7.4,85,190312,88
"2892","English Vinglish",1862086,"NR",2012,"134",7.8,80,36600,5
"2893","Enough Said",17550872,"PG-13",2013,"93",7,95,63292,190
"2894","Enron: The Smartest Guys in the Room",4071700,"R",2005,"110",7.6,97,18715,119
"2895","Entertainment",55506,"R",2015,"103",5.7,83,3064,53
"2896","Entourage",32363404,"R",2015,"95",6.9,33,95,213
"2897","Entrapment",87704396,"PG-13",1999,"113",6.3,39,116484,83
"2898","Epic",107518682,"PG",2013,"70",5.6,65,63,127
"2899","Epic Movie",39739367,"R",2007,"86",2.4,2,105895,66
"2900","Equals",33258,"PG-13",2016,"101",6,NA,30862,NA
"2901","Equilibrium",1203794,"R",2002,"107",7.3,41,329632,91
"2902","Equity",1605463,"R",2016,"100",5.5,82,3728,99
"2903","Eragon",75030163,"PG",2006,"104",5.1,16,126818,125
"2904","Eraser",101295562,"R",1996,"115",6.2,38,112054,50
"2905","Erik the Viking",1932642,"PG-13",1989,"107",6.1,47,13871,17
"2906","Erin Brockovich",125595205,"R",2000,"131",7.4,84,197611,146
"2907","Ernest Scared Stupid",14143280,"PG",1991,"91",5.7,17,11716,6
"2908","Ernest Goes to Jail",25029569,"PG",1990,"81",5.4,13,9588,8
"2909","Ernest Rides Again",1450029,"PG",1993,"96",4.8,14,2253,7
"2910","Ernest Saves Christmas",28202109,"PG",1988,"95",5.6,36,11522,14
"2911","Eros",188392,"R",2005,"104",5.9,34,6928,68
"2912","Escape Plan",25135965,"R",2013,"115",6.7,50,243029,111
"2913","Escape Room",57005601,"PG-13",2019,"81",4.2,51,12590,157
"2914","Eternal Sunshine of the Spotless Mind",34400301,"R",2004,"108",8.3,93,998001,247
"2915","Ethan Mao",10178,"NR",2005,"87",6.2,36,599,11
"2916","Ethan Frome",296081,"PG",1993,"99",6.2,55,2169,11
"2917","Eulogy",75076,"R",2004,"91",6.5,34,9048,35
"2918","Eureka",123572,"R",1984,"130",5.9,33,3431,6
"2919","Europa Report",125687,"PG-13",2013,"97",6.4,81,71573,80
"2920","Eva, the Factory Girl",16738,"NR",2015,"96",7,67,44,12
"2921","Eva Hesse",157481,"NR",2016,"108",7,80,168,20
"2922","Evan Almighty",100462298,"PG",2007,"96",5.4,23,147918,195
"2923","Eve of Destruction",5451119,"R",1991,"99",4.9,20,2322,10
"2924","Evelyn",1487645,"PG",2002,"94",7,64,6739,117
"2925","Even Money",64458,"R",2007,"113",5.8,24,4584,34
"2926","Evening",12492481,"PG-13",2007,"117",6.4,27,13668,129
"2927","The Evening Star",12767815,"PG-13",1996,"129",5.9,22,4697,27
"2928","Event Horizon",26673242,"R",1997,"96",6.6,28,180012,76
"2929","An Everlasting Piece",75228,"R",2000,"103",6.2,48,1698,46
"2930","Ever Again",17304,"NR",2006,"75",6.4,50,62,14
"2931","Every Day",46029,"R",2011,"93",5.7,34,3512,32
"2932","Every Little Step",1725141,"PG-13",2009,"96",7.7,92,1599,96
"2933","Every Secret Thing",103536,"R",2015,"93",6.1,32,7861,38
"2934","Everybody Wants Some!!",3400278,"R",2016,"117",6.9,87,55552,240
"2935","Everybody Wants to Be Italian",351416,"R",2008,"105",5.7,9,1903,23
"2936","Everybody's All-American",12638294,"R",1988,"127",6.2,42,3279,31
"2937","Everyone's Hero",14523101,"G",2006,"87",5.7,42,8987,69
"2938","Everything, Everything",34121140,"PG-13",2017,"96",6.3,45,39055,121
"2939","Everything Must Go",2711643,"R",2011,"97",6.4,73,51339,134
"2940","Everything's Cool",4890,"NR",2007,"89",6.8,50,219,8
"2941","Eve's Bayou",14842388,"R",1997,"108",7.2,82,10298,56
"2942","Evil Under the Sun",6110000,"PG",1982,"117",7,90,17318,10
"2943","Evita",50047179,"PG",1996,"135",6.3,63,35936,38
"2944","Ex Machina",25442958,"R",2015,"108",7.7,92,540998,275
"2945","Examined Life",120712,"NR",2009,"87",7,77,1745,35
"2946","Excalibur",34967437,"R",1981,"140",7.3,80,62245,45
"2947","Excess Baggage",14515490,"PG-13",1997,"72",7.7,32,23,31
"2948","Exhibition",14344,"NR",2014,"110",5.7,84,115,32
"2949","Exit Wounds",51758599,"R",2001,"101",5.6,33,35586,66
"2950","Exodus: Gods and Kings",65014513,"PG-13",2014,"150",6,30,169116,206
"2951","The Exorcism of Emily Rose",75072454,"PG-13",2005,"119",6.7,44,130358,158
"2952","The Exorcist III",26098824,"R",1990,"110",6.4,59,32213,41
"2953","Exorcist: The Beginning",41821986,"R",2004,"114",5.1,10,37097,134
"2954","Expelled: No Intelligence Allowed",7720487,"PG",2008,"97",3.7,11,12086,47
"2955","Experimenter",155575,"PG-13",2015,"98",6.6,85,18676,79
"2956","Expired",29796,"NR",2008,"107",6.1,59,1519,22
"2957","The Exploding Girl",25572,"NR",2010,"79",6.2,76,1907,37
"2958","Explorers",9873044,"PG",1985,"109",6.4,77,22215,26
"2959","Exporting Raymond",87727,"PG",2011,"86",6.8,72,1862,25
"2960","Exposed",1818910,"R",1982,"63",5.9,8,48,25
"2961","The Extra Man",453377,"R",2010,"108",5.8,42,5166,72
"2962","Extraction",16775,"R",2015,"106",4.6,6,1211,18
"2963","Extraordinary Measures",12068313,"PG",2010,"106",6.4,29,17070,143
"2964","Extreme Measures",17380126,"R",1996,"118",6.2,56,19733,34
"2965","Extreme Ops",4842259,"PG-13",2002,"93",4.4,7,5545,67
"2966","Extreme Prejudice",11307844,"R",1987,"105",6.6,70,7662,10
"2967","Extremely Loud & Incredibly Close",31847881,"PG-13",2011,"129",6.9,45,102223,187
"2968","Extremities",13418091,"R",1986,"89",6.3,40,3950,10
"2969","Eye for an Eye",26877589,"R",1996,"101",6.1,8,16840,38
"2970","Eye of the Dolphin",72210,"PG-13",2007,"102",5.5,29,988,17
"2971","Eye of the Needle",17583634,"R",1981,"112",7.1,82,10853,17
"2972","The Eyes of Tammy Faye",1029591,"PG-13",2000,"79",7.2,86,2118,36
"2973","Eyes Wide Shut",55691208,"R",1999,"159",7.5,75,339071,157
"2974","Face/Off",112276146,"R",1997,"138",7.3,92,376584,87
"2975","Facing the Giants",10178331,"PG",2006,"111",6.5,16,17273,25
"2976","Factory Girl",1675241,"R",2006,"100",6.3,20,21711,114
"2977","Factotum",808221,"R",2006,"94",6.6,75,14587,121
"2978","The Faculty",40283321,"R",1998,"\N",9.2,52,9,52
"2979","Fading Gigolo",3769873,"R",2014,"90",6.2,54,24655,144
"2980","Fados",129150,"NR",2009,"93",7.1,96,798,26
"2981","Fahrenheit 11/9",6352306,"NR",2018,"128",7.1,82,19531,182
"2982","Failure to Launch",88715192,"PG-13",2006,"97",5.6,23,80984,154
"2983","Faith Connections",9111,"NR",2014,"115",7.2,40,169,5
"2984","Faithful",2104439,"R",1996,"91",5.8,7,2160,15
"2985","The Falcon and the Snowman",17130087,"R",1985,"131",6.8,82,11810,22
"2986","Falcon Rising",11774,"R",2014,"103",5.7,43,8793,7
"2987","The Fall of Fujimori",4630,"NR",2006,"83",7.3,92,305,13
"2988","Fall to Grace",8043,"NR",2006,"87",6.9,56,65,9
"2989","Falling Down",40903593,"R",1993,"113",7.6,73,190082,56
"2990","Falling from Grace",231826,"PG-13",1992,"100",5.5,78,673,9
"2991","Falling in Love",11129057,"PG-13",1984,"106",6.5,58,14280,12
"2992","Family Business",12195695,"R",1989,"110",5.7,38,13006,16
"2993","The Family Man",75793305,"PG-13",2000,"100",6.3,53,45,128
"2994","The Family Stone",60062868,"PG-13",2005,"103",6.3,53,68126,158
"2995","A Family Thing",10125417,"PG-13",1996,"109",7,73,3784,22
"2996","Fanboys",688529,"PG-13",2009,"120",6.5,32,59140,97
"2997","Fantastic Beasts: The Crimes of Grindelwald",159555901,"PG-13",2018,"134",6.5,36,280753,323
"2998","Fantastic Four",56117548,"PG-13",2015,"106",5.7,27,329977,214
"2999","Far and Away",58883840,"PG-13",1992,"140",6.6,50,64252,36
"3000","Far Out Isn't Far Enough: The Tomi Ungerer Story",35647,"NR",2013,"98",7.8,91,324,23
"3001","Farewell to the King",2420917,"PG-13",1989,"117",6.3,55,2884,11
"3002","Fargo",24611975,"R",1996,"69",6.6,94,159,96
"3003","Farinelli",1573411,"R",1995,"111",6.8,58,6874,24
"3004","Farmageddon",56573,"G",2011,"86",7,57,576,14
"3005","Fascination",16670,"R",2005,"70",5.6,4,40,25
"3006","The Ex",3093394,"PG-13",2007,"87",5.2,18,1173,99
"3007","Fast & Furious Presents: Hobbs & Shaw",23720000,"PG-13",2019,"137",6.5,67,210949,337
"3008","The Fast and the Furious: Tokyo Drift",62514415,"PG-13",2006,"104",6,37,271201,138
"3009","Fast Color",76916,"PG-13",2019,"100",6,81,6418,86
"3010","Fast Five",209837675,"PG-13",2011,"130",7.3,77,380345,201
"3011","Fast Food Nation",1005539,"R",2006,"116",6.3,50,24323,149
"3012","Faster",23240020,"PG-13",2010,"103",7.7,53,1428,17
"3013","Fat Albert",48116322,"PG",2004,"93",4.3,23,12299,91
"3014","Fat Girls",11204,"R",2007,"82",4.9,32,579,19
"3015","Fat Kid Rules the World",41457,"R",2012,"98",6.4,84,3338,25
"3016","Fat Man and Little Boy",3563162,"PG-13",1989,"127",6.5,47,7751,19
"3017","Fatal Beauty",12046526,"R",1987,"104",5.3,23,3752,13
"3018","Father Figures",17501244,"R",2017,"113",5.5,17,19973,48
"3019","Father Hood",3418141,"PG-13",1993,"95",4.9,10,3230,20
"3020","Father's Day",28598376,"NR",1997,"\N",5.4,80,15,10
"3021","Fatima",50105,"PG-13",2016,"104",5.8,62,212,42
"3022","Favela Rising",19781,"NR",2006,"80",7.1,67,655,21
"3023","The Favor",3134381,"R",1994,"97",5.2,27,2913,11
"3024","Fay Grim",126714,"R",2007,"118",6.1,46,4567,91
"3025","Fear and Loathing in Las Vegas",10680275,"R",1998,"118",7.5,49,282022,69
"3026","Feast",56131,"R",2006,"87",5.3,57,202,56
"3027","Feast of Love",3511074,"R",2007,"97",6.6,39,16716,117
"3028","Fed Up",1538899,"PG",2014,"92",7.7,81,12029,68
"3029","Federal Hill",514775,"R",1994,"97",6.3,82,475,17
"3030","Feel the Noise",5898393,"PG-13",2007,"86",2.9,11,4761,27
"3031","Feeling Minnesota",3124440,"R",1996,"99",5.4,14,11177,21
"3032","Felicia's Journey",824295,"PG-13",1999,"116",7,88,7942,41
"3033","Female Perversions",926954,"R",1997,"120",5.4,70,2522,23
"3034","Fences",57682904,"PG-13",2016,"139",7.2,92,108455,265
"3035","Ferdinand",84410380,"PG",2017,"108",6.7,72,57464,120
"3036","Ferris Bueller's Day Off",70136369,"PG-13",1986,"103",7.8,81,356406,67
"3037","Festival Express",1174079,"R",2004,"90",7.4,96,2331,80
"3038","Festival in Cannes",299171,"PG-13",2002,"100",6,65,626,54
"3039","Fever Pitch",42071069,"PG-13",2005,"96",4.1,65,320,196
"3040","A Few Good Men",141340178,"R",1992,"138",7.7,83,263653,64
"3041","Fido",304533,"R",2007,"93",6.7,73,29326,77
"3042","Field of Dreams",64431625,"PG",1989,"107",7.5,87,119859,60
"3043","Fierce People",85410,"R",2007,"135",6.4,24,7056,45
"3044","Fierce Creatures",9381260,"PG-13",1997,"93",6.3,55,24701,33
"3045","The Fifth Element",63820180,"PG-13",1997,"126",7.6,70,471767,67
"3046","Fifty Shades Darker",114581250,"R",2017,"118",4.5,11,102826,203
"3047","Fifty Shades Freed",100407760,"R",2018,"105",4.5,11,66159,192
"3048","Fifty Shades of Black",11686940,"R",2016,"92",3.5,7,21725,46
"3049","Fifty Shades of Grey",166167230,"R",2015,"125",4.1,25,319692,280
"3050","Fight Club",37030102,"R",1999,"139",8.8,79,2090521,173
"3051","Fighting",23091010,"PG-13",2009,"105",5.5,40,33312,129
"3052","The Fighting Temptations",30250745,"PG-13",2003,"123",5.5,42,7259,111
"3053","Fighting Tommy Riley",10514,"R",2005,"109",6.5,63,820,8
"3054","Fighting with My Family",22958583,"PG-13",2019,"108",7.1,92,81252,234
"3055","Filly Brown",2850357,"R",2013,"80",5.6,42,1143,12
"3056","Film Geek",17341,"R",2006,"78",6.1,64,1087,22
"3057","Film Stars Don't Die in Liverpool",1026124,"R",2017,"105",6.7,80,9945,167
"3058","Filth",34411,"R",2014,"97",7,66,109427,97
"3059","The Filth and the Fury",612192,"R",2000,"108",7.6,95,6006,40
"3060","Filth and Wisdom",22406,"R",2008,"84",5.3,25,2563,63
"3061","Final Analysis",28590665,"R",1992,"124",5.9,54,14431,26
"3062","The Final Countdown",16647800,"PG",1980,"103",6.6,47,24172,17
"3063","The Final Cut",551281,"PG-13",2004,"96",5.5,37,1188,81
"3064","Final Destination",53331147,"R",2000,"98",6.7,35,254340,95
"3065","Final Destination 2",46961214,"R",2003,"90",6.2,48,167188,111
"3066","Final Destination 3",54098051,"R",2006,"93",5.8,43,142416,116
"3067","Final Destination 5",42587643,"R",2011,"92",5.9,62,116537,137
"3068","The Final Destination",66477700,"R",2009,"82",5.1,28,106113,100
"3069","Final Fantasy: The Spirits Within",32131830,"PG-13",2001,"106",6.4,45,82309,143
"3070","Final Portrait",461972,"R",2018,"90",6.2,73,5715,129
"3071","Find Me Guilty",1173643,"R",2006,"125",7,62,34778,106
"3072","Finders Keepers",1467396,"R",1984,"74",6,98,30,46
"3073","Finding Amanda",57297,"R",2008,"96",5.5,40,3433,43
"3074","Finding Bliss",6783,"R",2010,"96",5.2,30,2555,20
"3075","Finding Dory",486295561,"PG",2016,"97",7.3,94,274655,329
"3076","Finding Forrester",51804714,"PG-13",2000,"136",7.3,74,86555,127
